customer_id,age,gender,region,plan_type,tenure_months,data_used_gb,call_minutes,calls_made,sms_count,revenue_inr,complaints_6m,network_issues,customer_service_calls,payment_delay,roaming_usage,international_calls,device_age_months,satisfaction_score,contract_type,auto_payment,churn
1687,67,Female,Delhi,Prepaid,27,99.27,355,130,33,928.05,6,4,9,5,79,2,55,4,Monthly,0,1
1688,44,Female,Delhi,Prepaid,35,68.26,641,81,49,919.95,0,0,5,4,69,39,8,8,Monthly,1,1
1689,19,Female,Chennai,Postpaid,45,93.73,252,14,288,251.77,4,2,9,4,65,10,6,6,Annual,1,1
1690,22,Male,Kolkata,Prepaid,35,82.87,907,106,328,157.77,1,4,5,3,54,15,57,2,Annual,0,0
1691,46,Female,Mumbai,Postpaid,28,84.6,146,62,258,363.81,1,2,1,2,57,19,25,2,Two-Year,0,0
1692,54,Female,Mumbai,Postpaid,9,57.35,256,117,257,623.6,7,5,9,1,9,22,2,2,Two-Year,0,0
1693,55,Male,Chennai,Prepaid,15,38.85,450,110,387,889.2,7,0,9,4,3,22,16,6,Annual,0,0
1694,36,Male,Chennai,Prepaid,21,93.52,54,39,271,206.95,1,0,7,1,73,31,58,1,Monthly,0,0
1695,25,Female,Chennai,Postpaid,52,43.78,667,107,181,473.46,0,1,5,1,72,40,53,3,Two-Year,1,0
1696,65,Male,Bangalore,Prepaid,35,54.34,889,107,32,344.57,6,4,2,0,61,41,41,1,Monthly,0,1
1697,62,Female,Bangalore,Prepaid,51,45.17,697,101,264,113.44,2,5,9,5,42,37,51,4,Annual,0,1
1698,18,Male,Bangalore,Prepaid,55,56.92,563,140,312,809.6,0,5,8,1,41,2,21,1,Two-Year,1,1
1699,39,Female,Delhi,Prepaid,44,47.58,818,146,39,831.96,7,5,1,3,23,7,15,9,Two-Year,1,0
1700,69,Male,Mumbai,Prepaid,65,5.75,980,140,485,299.11,6,3,6,2,4,37,56,6,Annual,0,0
1701,34,Male,Kolkata,Prepaid,25,88.32,98,110,307,236.12,0,2,2,2,98,39,34,8,Annual,1,0
1702,24,Female,Delhi,Prepaid,47,44.99,739,75,209,230.1,6,0,5,0,67,13,47,2,Monthly,0,0
1703,42,Female,Mumbai,Postpaid,56,59.31,963,81,271,517.55,0,2,4,3,98,7,54,6,Monthly,1,0
1704,62,Female,Mumbai,Prepaid,38,14.78,237,58,135,321.85,1,2,5,5,76,10,43,4,Annual,1,0
1705,21,Female,Chennai,Postpaid,11,1.34,819,25,86,560.22,5,3,7,3,95,41,20,7,Annual,1,1
1706,53,Female,Chennai,Postpaid,67,25.28,300,115,59,446.37,6,0,2,2,44,41,44,8,Annual,1,1
1707,23,Male,Delhi,Postpaid,15,70.75,431,79,163,289.8,6,1,1,3,58,42,31,6,Two-Year,1,1
1708,48,Female,Chennai,Postpaid,1,10.82,76,18,2,776.07,6,5,7,5,64,32,15,1,Annual,0,0
1709,36,Female,Mumbai,Prepaid,7,90.98,260,6,14,235.33,2,4,0,4,62,14,48,8,Two-Year,0,0
1710,61,Male,Chennai,Postpaid,1,22.29,50,112,101,819.01,5,2,1,1,74,36,28,1,Annual,1,1
1711,56,Male,Bangalore,Postpaid,49,21.25,108,149,254,605.3,5,3,9,1,89,13,6,9,Two-Year,1,0
1712,44,Female,Chennai,Postpaid,29,18.97,315,82,224,848.83,0,3,0,2,66,25,3,2,Monthly,1,0
1713,27,Male,Mumbai,Postpaid,26,2.38,881,52,209,104.28,2,4,4,2,48,7,38,10,Monthly,1,0
1714,43,Male,Delhi,Postpaid,45,77.41,863,95,22,774.27,5,4,7,5,76,48,23,6,Two-Year,0,1
1715,36,Female,Kolkata,Prepaid,71,87.63,465,140,234,146.36,3,0,1,3,31,3,58,8,Monthly,1,0
1716,56,Male,Chennai,Prepaid,12,61.8,600,21,130,955.09,0,2,3,5,49,35,3,5,Monthly,1,0
1717,20,Male,Mumbai,Postpaid,32,19.63,310,16,157,732.47,0,2,3,0,86,17,53,2,Two-Year,0,1
1718,62,Female,Kolkata,Prepaid,20,29.24,208,30,172,388.16,0,4,6,2,57,26,45,5,Annual,1,0
1719,30,Female,Kolkata,Prepaid,51,48.12,668,41,16,387.87,3,5,0,2,51,18,44,1,Annual,0,1
1720,67,Male,Bangalore,Postpaid,36,95.48,497,74,369,875.34,7,1,8,2,22,2,8,8,Two-Year,1,0
1721,45,Male,Kolkata,Postpaid,67,25.49,115,83,441,912.56,3,2,2,5,29,8,2,8,Monthly,1,1
1722,37,Female,Mumbai,Postpaid,1,73.43,410,94,313,902.42,1,3,5,5,69,38,7,2,Annual,0,0
1723,45,Male,Mumbai,Prepaid,27,44.51,714,45,479,827.87,7,5,9,3,70,1,17,6,Annual,1,0
1724,25,Male,Chennai,Postpaid,40,30.49,486,146,365,837.13,4,4,4,4,29,8,7,8,Monthly,0,1
1725,58,Male,Chennai,Prepaid,14,46.14,131,133,184,615.49,2,2,3,2,36,5,33,10,Two-Year,0,0
1726,56,Female,Chennai,Prepaid,69,8.05,86,21,390,125.41,4,0,8,4,47,37,36,8,Two-Year,0,0
1727,18,Male,Kolkata,Prepaid,6,80.07,321,57,422,178.1,0,4,8,5,31,27,47,7,Annual,0,0
1728,20,Male,Kolkata,Postpaid,33,25.09,121,122,333,684.6,5,3,0,3,69,47,4,3,Two-Year,1,0
1729,30,Female,Bangalore,Prepaid,55,72.82,870,113,441,461.05,0,0,6,5,34,33,44,4,Monthly,1,1
1730,45,Male,Chennai,Postpaid,19,7.77,818,140,183,610.58,5,4,9,0,95,28,16,1,Two-Year,0,0
1731,66,Male,Delhi,Postpaid,29,95.55,691,81,142,307.97,1,4,8,1,75,47,21,9,Two-Year,0,0
1732,42,Female,Bangalore,Postpaid,61,20.11,527,84,43,684.48,6,2,4,1,67,2,18,10,Two-Year,0,0
1733,50,Female,Delhi,Postpaid,70,88.39,206,49,11,318.55,4,0,0,5,31,15,46,10,Two-Year,0,0
1734,55,Female,Kolkata,Postpaid,24,81.14,107,22,7,514.73,6,4,7,1,58,43,46,2,Monthly,0,0
1735,23,Female,Bangalore,Prepaid,23,96.82,468,103,79,530.85,6,5,4,1,34,34,28,10,Two-Year,1,1
1736,61,Male,Bangalore,Prepaid,10,48.31,850,72,296,259.9,0,3,5,3,15,10,43,7,Annual,1,0
1737,62,Male,Mumbai,Prepaid,54,73.01,239,87,161,888.59,4,0,6,1,78,42,16,8,Two-Year,0,1
1738,49,Female,Kolkata,Prepaid,41,37.7,177,54,301,573.24,7,5,9,3,51,22,47,4,Annual,1,1
1739,62,Female,Kolkata,Prepaid,49,19.25,818,29,215,880.11,7,2,6,0,65,29,22,10,Monthly,1,0
1740,64,Male,Bangalore,Postpaid,17,44.86,786,125,247,336.28,1,1,6,2,5,47,6,1,Two-Year,0,1
1741,38,Female,Kolkata,Postpaid,56,17.41,17,72,28,255.1,4,4,0,2,13,4,30,5,Annual,1,0
1742,33,Male,Bangalore,Prepaid,45,98.22,181,60,271,116.21,5,1,6,2,28,7,56,10,Two-Year,0,1
1743,38,Female,Mumbai,Prepaid,30,10.53,963,43,132,184.48,2,4,2,3,25,42,45,10,Two-Year,0,0
1744,28,Male,Bangalore,Prepaid,44,59.33,369,67,4,232.72,6,5,4,3,17,42,58,6,Annual,1,0
1745,54,Female,Kolkata,Postpaid,55,63.02,204,132,243,170.97,7,2,9,3,3,49,28,7,Monthly,1,1
1746,53,Female,Kolkata,Postpaid,19,54.27,278,139,29,907.19,1,2,4,0,56,9,17,1,Monthly,0,1
1747,52,Male,Bangalore,Postpaid,29,66.56,28,126,116,920.29,4,2,7,4,52,27,36,4,Monthly,1,0
1748,36,Female,Bangalore,Prepaid,2,12.5,363,63,177,943.63,0,2,6,3,24,35,12,5,Monthly,0,1
1749,37,Male,Bangalore,Prepaid,36,55.95,873,52,497,963.87,3,0,6,3,46,9,50,5,Monthly,0,1
1750,35,Male,Chennai,Prepaid,19,29.43,58,137,260,542.65,3,0,5,2,51,13,59,7,Monthly,0,0
1751,64,Male,Kolkata,Prepaid,7,94.08,473,40,234,577.02,1,4,6,5,92,37,40,4,Two-Year,0,0
1752,58,Male,Kolkata,Postpaid,26,76.45,365,92,140,217.75,7,0,6,1,33,36,12,10,Two-Year,0,0
1753,66,Male,Chennai,Prepaid,38,97.28,859,29,482,223.35,3,4,4,1,15,46,36,7,Annual,0,1
1754,31,Female,Bangalore,Prepaid,3,4.72,983,23,304,795.48,7,0,4,0,93,4,40,8,Monthly,0,0
1755,32,Female,Mumbai,Prepaid,66,29.23,167,139,344,870.16,2,0,3,1,86,5,29,2,Monthly,1,0
1756,48,Male,Bangalore,Postpaid,71,20.35,75,70,49,806.24,1,0,3,4,35,29,2,1,Monthly,1,0
1757,18,Female,Bangalore,Postpaid,43,2.1,982,84,269,851.12,0,3,4,2,27,18,29,10,Annual,0,0
1758,20,Male,Chennai,Prepaid,62,24.99,868,129,107,348.91,0,2,9,0,64,48,30,10,Two-Year,1,0
1759,33,Female,Kolkata,Postpaid,71,68.2,580,107,45,519.46,1,3,8,1,71,13,36,1,Two-Year,1,0
1760,40,Female,Bangalore,Postpaid,24,23.88,830,133,473,513.28,3,0,5,1,52,10,44,1,Monthly,0,0
1761,28,Female,Kolkata,Postpaid,39,51.39,317,135,81,995.76,3,0,7,5,41,45,25,9,Two-Year,0,0
1762,29,Female,Delhi,Postpaid,68,88.89,346,131,125,954.26,0,3,8,2,78,4,21,4,Two-Year,1,0
1763,27,Male,Kolkata,Postpaid,44,69.68,680,25,83,638.64,2,5,3,0,97,44,22,9,Two-Year,0,1
1764,49,Male,Mumbai,Prepaid,5,40.07,792,130,289,224.18,5,4,6,2,18,30,10,7,Monthly,1,0
1765,33,Female,Mumbai,Prepaid,55,37.87,130,128,70,332.74,3,2,4,0,43,43,31,7,Two-Year,0,0
1766,25,Female,Bangalore,Prepaid,30,46.12,775,15,174,427.39,2,4,3,1,29,31,47,2,Two-Year,0,1
1767,55,Male,Kolkata,Postpaid,29,18.53,413,26,315,885.89,6,5,6,2,73,23,9,2,Annual,0,0
1768,29,Female,Bangalore,Postpaid,26,63.77,782,115,329,253.57,3,2,2,2,43,9,41,5,Monthly,0,0
1769,41,Male,Chennai,Postpaid,26,37.05,656,129,462,297.77,5,1,0,4,26,12,39,10,Two-Year,1,0
1770,45,Male,Mumbai,Postpaid,37,85.38,795,61,336,414.45,1,2,6,5,83,46,59,1,Monthly,0,0
1771,25,Male,Bangalore,Prepaid,53,75.9,577,93,394,934.22,4,4,8,2,88,12,34,7,Two-Year,0,1
1772,45,Female,Chennai,Prepaid,30,61.44,852,135,353,553.43,0,2,1,0,72,35,39,7,Monthly,0,1
1773,53,Male,Bangalore,Prepaid,3,37.06,105,132,90,682.15,1,1,6,4,33,21,41,8,Two-Year,1,1
1774,43,Female,Kolkata,Prepaid,43,21.78,123,49,468,448.5,3,1,9,2,84,8,50,7,Two-Year,1,1
1775,25,Male,Kolkata,Prepaid,7,77.84,996,40,350,269.67,5,0,1,2,23,18,23,8,Annual,0,0
1776,67,Female,Kolkata,Prepaid,49,49.15,995,91,433,300.52,0,1,2,4,55,6,12,3,Monthly,0,0
1777,45,Female,Kolkata,Postpaid,41,23.25,878,122,248,822.4,4,3,9,1,6,14,7,3,Two-Year,0,0
1778,45,Female,Delhi,Postpaid,54,20.32,438,76,131,904.13,4,4,9,2,67,16,32,8,Annual,0,0
1779,54,Male,Chennai,Prepaid,69,17.37,549,72,168,543.77,5,3,2,3,50,45,19,9,Annual,1,0
1780,58,Male,Chennai,Postpaid,27,77.94,827,107,442,421.3,5,5,3,5,7,13,22,10,Monthly,1,0
1781,53,Female,Kolkata,Prepaid,8,23.67,11,33,59,827.05,3,3,5,1,55,40,56,4,Monthly,0,0
1782,44,Female,Delhi,Prepaid,32,53.14,221,109,368,705.79,0,4,2,2,76,47,16,8,Annual,0,0
1783,34,Female,Kolkata,Postpaid,64,45.7,589,77,336,136.79,6,5,8,1,57,1,58,1,Monthly,1,0
1784,26,Male,Delhi,Prepaid,10,58.38,649,123,240,415.67,6,3,1,0,84,13,8,2,Monthly,0,0
1785,50,Male,Kolkata,Prepaid,13,87.84,342,89,189,713.96,7,3,6,1,98,3,30,10,Monthly,0,0
1786,37,Male,Mumbai,Prepaid,63,86.91,33,93,495,616.31,3,5,5,4,68,2,51,10,Two-Year,1,0
1787,30,Male,Mumbai,Postpaid,35,45.66,774,93,339,980.26,4,3,1,2,7,2,6,10,Monthly,0,0
1788,45,Female,Bangalore,Postpaid,61,2.52,377,80,280,879.5,1,1,2,1,65,10,2,9,Monthly,1,0
1789,65,Female,Kolkata,Postpaid,54,43.22,751,143,231,153.76,1,4,5,3,23,4,34,2,Annual,0,0
1790,46,Male,Chennai,Postpaid,8,61.01,515,120,470,753.19,2,4,9,0,41,47,29,2,Annual,0,0
1791,30,Male,Bangalore,Prepaid,29,56.22,185,143,462,402.69,4,4,3,0,53,28,40,8,Annual,1,0
1792,63,Female,Mumbai,Postpaid,41,65.48,438,57,288,713.87,6,3,0,1,15,27,59,5,Monthly,1,1
1793,52,Male,Kolkata,Postpaid,30,16.25,896,146,274,655.5,6,1,0,4,3,22,42,5,Monthly,1,0
1794,23,Male,Bangalore,Postpaid,21,65.01,742,68,312,552.75,4,4,2,0,58,29,53,6,Annual,1,1
1795,35,Male,Kolkata,Prepaid,11,19.08,451,142,14,867.65,3,2,7,1,93,22,53,8,Annual,1,0
1796,68,Male,Mumbai,Postpaid,2,75.3,557,35,40,737.82,2,4,3,1,45,40,43,8,Two-Year,1,0
1797,22,Male,Bangalore,Postpaid,50,34.57,523,40,452,900.6,7,0,0,0,93,21,52,9,Two-Year,0,1
1798,64,Male,Mumbai,Prepaid,41,71.28,904,14,207,353.44,5,2,7,1,98,42,59,10,Two-Year,0,0
1799,42,Female,Delhi,Prepaid,66,5.74,370,30,59,413.31,2,4,9,1,12,11,58,3,Monthly,1,0
1800,19,Male,Mumbai,Prepaid,3,41.38,283,24,364,659.76,0,3,5,5,36,26,20,9,Monthly,0,0
1801,27,Male,Kolkata,Prepaid,51,70.8,186,129,239,969.82,3,4,0,3,53,39,56,3,Annual,0,1
1802,47,Female,Chennai,Postpaid,68,23.46,273,48,95,434.42,5,1,9,1,48,45,3,1,Two-Year,1,0
1803,67,Female,Mumbai,Prepaid,25,79.73,195,66,277,129.06,5,1,9,5,74,48,59,5,Monthly,0,0
1804,62,Female,Chennai,Postpaid,30,63.45,536,83,426,501.3,6,4,5,5,57,14,48,7,Two-Year,1,1
1805,22,Male,Delhi,Postpaid,11,59.17,922,13,159,589.54,1,3,0,1,18,46,35,3,Two-Year,1,0
1806,50,Female,Bangalore,Postpaid,17,36.0,288,75,396,820.89,0,3,9,4,17,22,8,9,Monthly,1,0
1807,18,Male,Bangalore,Postpaid,26,48.76,715,94,421,755.74,2,3,9,0,59,43,51,1,Two-Year,1,0
1808,35,Male,Chennai,Postpaid,23,60.14,207,28,281,968.2,1,4,2,5,16,40,12,6,Annual,1,0
1809,49,Male,Bangalore,Prepaid,56,47.77,358,144,499,804.41,4,4,1,5,10,43,50,6,Annual,1,0
1810,64,Female,Mumbai,Postpaid,52,70.13,932,64,208,368.77,3,0,3,4,14,18,45,8,Monthly,1,0
1811,66,Female,Chennai,Postpaid,48,43.94,430,88,132,677.24,7,1,1,2,71,43,43,3,Two-Year,1,0
1812,28,Female,Kolkata,Postpaid,20,21.03,314,124,380,705.02,2,2,4,4,92,10,32,5,Annual,0,0
1813,38,Female,Mumbai,Prepaid,2,22.18,73,82,432,998.22,4,2,3,2,16,37,29,10,Two-Year,1,0
1814,43,Female,Mumbai,Postpaid,31,1.57,299,20,96,224.86,5,1,5,2,89,39,45,5,Annual,0,1
1815,42,Male,Mumbai,Postpaid,27,30.79,27,33,218,272.19,6,5,6,4,4,42,21,8,Annual,1,0
1816,39,Male,Kolkata,Prepaid,2,75.14,73,123,388,239.96,2,0,1,3,60,2,59,7,Two-Year,0,0
1817,44,Male,Delhi,Postpaid,4,79.62,883,39,484,630.15,1,1,1,4,3,15,3,3,Monthly,1,0
1818,66,Male,Bangalore,Postpaid,13,21.04,339,47,70,221.77,0,0,7,5,55,31,38,7,Monthly,1,0
1819,30,Female,Chennai,Prepaid,35,95.95,879,100,431,690.41,1,5,8,0,87,37,27,10,Monthly,0,1
1820,50,Female,Delhi,Postpaid,72,50.74,772,123,273,823.4,3,0,4,4,74,8,55,8,Two-Year,0,0
1821,51,Male,Chennai,Postpaid,66,91.78,949,57,350,489.51,6,3,6,3,93,40,3,5,Two-Year,1,0
1822,58,Female,Bangalore,Postpaid,6,70.97,26,24,133,604.62,3,1,8,4,47,37,57,5,Two-Year,1,0
1823,52,Female,Kolkata,Postpaid,31,72.52,452,119,65,921.45,2,2,0,3,47,4,58,1,Monthly,0,0
1824,18,Male,Mumbai,Postpaid,10,9.42,150,12,126,612.61,1,4,7,0,34,0,1,8,Two-Year,1,1
1825,38,Male,Mumbai,Prepaid,21,22.78,317,126,204,287.74,0,5,9,1,32,34,46,6,Monthly,0,0
1826,65,Female,Kolkata,Prepaid,23,1.87,453,46,297,408.87,5,5,9,3,99,34,55,6,Annual,1,0
1827,23,Female,Delhi,Prepaid,3,71.9,505,81,116,576.86,3,4,8,3,20,11,20,5,Monthly,1,0
1828,45,Male,Delhi,Postpaid,32,35.1,435,74,435,239.41,0,1,8,5,4,35,7,5,Monthly,0,0
1829,34,Male,Chennai,Postpaid,20,78.88,484,115,266,651.27,4,4,9,3,63,20,57,3,Monthly,1,0
1830,22,Male,Kolkata,Postpaid,29,34.55,841,20,281,999.32,2,0,6,0,68,47,41,3,Two-Year,1,1
1831,48,Female,Delhi,Prepaid,52,82.11,254,73,148,687.28,0,4,9,2,20,42,1,2,Monthly,1,0
1832,22,Male,Kolkata,Postpaid,46,13.94,459,57,193,435.17,2,0,2,3,88,7,10,9,Annual,0,0
1833,55,Male,Bangalore,Postpaid,34,18.16,811,10,167,398.57,4,0,4,0,73,26,45,8,Annual,1,0
1834,20,Female,Mumbai,Postpaid,61,34.75,360,127,311,938.44,0,2,1,5,82,8,12,3,Annual,0,0
1835,40,Female,Mumbai,Prepaid,72,41.44,608,37,373,884.36,6,4,9,5,31,27,4,5,Annual,0,0
1836,54,Female,Mumbai,Prepaid,71,35.52,720,19,178,525.12,0,2,2,1,17,29,7,10,Annual,0,1
1837,54,Female,Kolkata,Postpaid,70,76.6,879,18,147,418.07,5,4,9,3,57,13,10,5,Annual,0,0
1838,27,Female,Kolkata,Postpaid,11,10.6,969,67,464,739.42,4,0,6,2,97,22,22,8,Monthly,1,0
1839,27,Male,Chennai,Postpaid,63,35.77,170,9,463,383.05,7,4,0,0,78,28,25,6,Two-Year,0,0
1840,36,Male,Mumbai,Prepaid,21,83.89,149,125,56,207.46,6,5,2,1,23,25,29,7,Two-Year,0,1
1841,34,Female,Chennai,Prepaid,3,7.61,502,94,489,379.14,6,5,4,2,4,21,39,5,Annual,1,1
1842,38,Female,Mumbai,Prepaid,10,94.29,597,111,4,490.87,1,2,3,1,52,14,15,1,Monthly,1,0
1843,31,Female,Chennai,Postpaid,27,98.65,540,20,13,329.87,7,3,2,2,95,8,19,8,Annual,0,0
1844,26,Female,Chennai,Prepaid,12,9.77,402,103,279,295.13,0,5,5,4,72,25,39,4,Annual,0,0
1845,63,Female,Bangalore,Postpaid,7,29.84,851,57,498,105.53,5,2,5,4,54,16,58,5,Annual,1,0
1846,18,Male,Chennai,Postpaid,17,37.87,410,81,323,667.76,0,3,3,4,4,8,46,1,Annual,1,0
1847,68,Male,Kolkata,Prepaid,65,77.86,59,97,435,653.0,5,1,8,1,68,2,53,3,Two-Year,1,0
1848,62,Male,Chennai,Postpaid,64,60.0,753,102,303,269.22,6,2,5,4,40,15,46,2,Two-Year,0,1
1849,30,Male,Mumbai,Prepaid,26,64.79,304,102,215,949.29,3,5,8,0,97,12,18,2,Monthly,0,0
1850,21,Female,Chennai,Postpaid,15,75.99,434,147,174,468.61,6,5,9,0,6,25,42,1,Monthly,0,0
1851,18,Male,Delhi,Postpaid,33,12.68,915,63,315,122.93,1,4,9,4,89,16,3,6,Annual,1,1
1852,66,Female,Mumbai,Prepaid,62,83.49,21,141,456,297.79,0,3,1,2,0,31,6,8,Two-Year,0,0
1853,57,Female,Delhi,Postpaid,47,70.86,344,30,2,722.86,7,5,5,2,51,23,22,3,Annual,0,0
1854,49,Female,Mumbai,Postpaid,35,58.16,24,7,374,281.46,4,4,3,1,97,35,55,1,Two-Year,1,0
1855,51,Male,Kolkata,Postpaid,65,89.08,37,104,136,148.52,2,3,1,2,25,21,54,10,Two-Year,0,0
1856,45,Female,Kolkata,Postpaid,72,70.33,397,51,465,655.94,4,2,4,3,95,8,41,2,Monthly,1,0
1857,48,Male,Kolkata,Postpaid,25,20.97,301,9,99,566.52,1,2,2,2,62,21,46,3,Monthly,1,1
1858,25,Male,Delhi,Postpaid,57,43.54,896,66,82,785.14,3,4,5,0,11,40,53,6,Two-Year,1,0
1859,56,Female,Bangalore,Postpaid,32,49.91,842,88,279,795.37,3,2,7,5,69,49,31,3,Monthly,1,1
1860,43,Female,Mumbai,Postpaid,63,6.47,259,137,131,963.94,3,4,3,2,83,45,21,9,Annual,0,0
1861,51,Female,Kolkata,Prepaid,12,95.51,514,142,392,151.32,5,0,3,1,18,19,56,1,Two-Year,0,0
1862,20,Male,Mumbai,Prepaid,63,13.73,107,84,480,135.09,4,3,4,2,79,2,8,7,Two-Year,1,0
1863,67,Female,Delhi,Postpaid,1,70.05,824,67,0,988.48,7,4,5,1,3,35,1,10,Two-Year,0,0
1864,29,Male,Bangalore,Postpaid,51,51.12,346,29,115,680.36,2,3,6,3,95,32,3,8,Annual,0,0
1865,18,Female,Delhi,Prepaid,70,3.54,48,48,498,743.83,6,0,5,4,81,17,29,9,Two-Year,1,0
1866,61,Female,Mumbai,Postpaid,8,92.55,47,18,418,186.83,6,3,6,3,4,35,54,8,Monthly,0,0
1867,22,Male,Bangalore,Prepaid,68,85.33,309,90,201,162.83,2,4,8,0,53,9,6,5,Annual,1,0
1868,47,Male,Bangalore,Prepaid,5,52.9,188,23,139,244.23,6,2,3,5,69,35,33,1,Two-Year,0,1
1869,47,Male,Delhi,Prepaid,39,23.67,618,106,145,484.48,5,3,9,3,56,20,18,1,Annual,0,1
1870,34,Male,Kolkata,Postpaid,23,13.04,901,24,461,199.16,0,3,0,3,77,24,42,8,Annual,1,0
1871,65,Male,Mumbai,Postpaid,68,36.98,478,83,265,501.7,5,5,8,0,51,48,55,7,Monthly,1,0
1872,64,Male,Chennai,Postpaid,52,26.29,291,143,201,605.38,2,5,6,0,17,39,49,5,Monthly,1,0
1873,40,Female,Chennai,Prepaid,4,51.16,759,102,401,100.3,2,0,3,4,63,8,58,10,Monthly,0,0
1874,32,Female,Delhi,Prepaid,47,96.67,173,125,151,202.82,7,1,9,4,9,47,53,3,Two-Year,0,1
1875,54,Male,Mumbai,Prepaid,21,57.92,462,21,384,437.68,7,2,7,2,22,26,1,9,Two-Year,0,0
1876,38,Female,Mumbai,Postpaid,56,89.1,106,54,221,148.0,0,4,6,1,81,14,22,4,Monthly,1,1
1877,31,Male,Delhi,Prepaid,66,65.44,778,14,78,220.18,4,0,1,0,67,31,31,6,Monthly,0,0
1878,19,Female,Mumbai,Prepaid,59,48.05,318,62,199,308.62,4,4,0,3,51,47,23,4,Two-Year,1,1
1879,28,Female,Kolkata,Postpaid,7,85.61,271,99,249,486.64,1,4,8,3,95,43,8,9,Monthly,1,1
1880,68,Male,Delhi,Prepaid,49,47.67,302,111,98,743.35,7,3,6,4,46,49,29,4,Annual,1,1
1881,56,Male,Kolkata,Prepaid,16,86.99,779,143,465,219.42,4,0,9,1,69,38,44,8,Annual,0,0
1882,55,Male,Mumbai,Postpaid,17,29.87,258,37,488,764.16,3,0,0,0,25,15,51,3,Annual,1,0
1883,51,Female,Delhi,Postpaid,34,13.75,254,50,399,869.55,7,5,3,4,69,27,46,8,Two-Year,0,1
1884,55,Male,Mumbai,Prepaid,33,85.68,260,133,212,686.33,7,2,4,1,98,5,19,3,Monthly,1,0
1885,67,Female,Delhi,Postpaid,26,59.15,132,66,142,139.35,3,1,4,0,42,5,59,5,Annual,1,0
1886,51,Male,Mumbai,Prepaid,66,89.02,334,91,189,496.59,7,4,4,3,68,37,49,1,Two-Year,0,1
1887,35,Female,Kolkata,Postpaid,63,93.84,995,77,388,694.06,7,2,2,3,62,46,16,6,Monthly,1,0
1888,47,Female,Kolkata,Prepaid,41,6.31,690,5,300,980.66,1,5,4,4,77,1,19,2,Monthly,0,0
1889,32,Male,Mumbai,Postpaid,58,50.6,956,25,373,956.63,2,2,3,1,65,40,37,3,Annual,1,0
1890,44,Female,Delhi,Prepaid,10,38.12,510,26,51,456.13,7,4,4,3,62,39,22,1,Monthly,0,0
1891,68,Female,Chennai,Postpaid,15,62.96,696,8,454,654.34,1,3,6,1,12,6,19,6,Monthly,1,0
1892,51,Male,Kolkata,Postpaid,42,79.57,790,69,111,901.73,0,3,4,4,50,26,4,5,Annual,1,0
1893,69,Female,Kolkata,Postpaid,57,28.78,725,67,134,847.94,1,4,7,2,4,27,5,10,Annual,1,0
1894,55,Male,Chennai,Postpaid,17,56.12,846,147,410,531.48,1,5,7,1,46,15,5,2,Monthly,0,0
1895,50,Male,Mumbai,Postpaid,60,71.16,75,40,472,335.12,5,5,2,5,35,46,25,8,Two-Year,1,0
1896,41,Male,Delhi,Postpaid,9,14.31,836,33,469,223.39,3,0,4,1,35,8,24,9,Two-Year,1,1
1897,32,Male,Mumbai,Postpaid,36,81.59,845,73,111,539.18,0,1,3,4,49,14,1,3,Annual,0,0
1898,47,Female,Bangalore,Prepaid,36,61.0,68,115,12,750.56,5,3,4,5,55,33,50,6,Monthly,0,1
1899,59,Female,Kolkata,Prepaid,48,95.0,740,148,272,972.79,0,1,7,2,18,19,28,6,Annual,0,0
1900,68,Female,Bangalore,Postpaid,51,34.61,507,104,232,875.63,1,2,3,3,19,13,47,10,Two-Year,0,1
1901,34,Male,Kolkata,Postpaid,70,11.71,382,45,43,283.82,7,2,4,0,21,10,21,6,Two-Year,1,0
1902,22,Female,Kolkata,Prepaid,68,51.14,275,52,396,747.8,5,4,6,4,30,29,19,8,Monthly,1,0
1903,46,Female,Bangalore,Prepaid,22,9.5,662,134,473,360.19,5,4,2,0,61,2,23,5,Annual,1,0
1904,21,Male,Bangalore,Postpaid,6,96.98,245,148,72,715.13,0,4,5,2,43,1,14,10,Annual,1,1
1905,27,Male,Mumbai,Prepaid,26,4.83,907,115,260,699.22,0,5,8,5,67,49,59,10,Two-Year,1,1
1906,34,Female,Bangalore,Prepaid,3,75.6,227,66,230,345.19,4,3,3,2,66,13,6,8,Annual,0,1
1907,27,Male,Mumbai,Postpaid,52,52.99,536,111,32,310.95,6,1,3,1,88,28,32,3,Annual,1,0
1908,34,Male,Mumbai,Postpaid,60,37.49,823,110,387,193.54,0,2,5,0,48,4,50,7,Annual,0,0
1909,37,Male,Mumbai,Postpaid,63,7.52,450,136,475,145.49,5,1,5,0,58,43,32,1,Monthly,1,0
1910,41,Male,Kolkata,Prepaid,65,62.59,659,117,409,872.61,2,3,2,2,3,45,8,4,Two-Year,1,0
1911,22,Female,Kolkata,Postpaid,52,58.94,415,72,67,144.86,0,1,0,5,38,5,37,5,Annual,0,0
1912,51,Male,Bangalore,Postpaid,14,28.81,753,93,15,179.87,3,1,2,0,6,7,22,7,Monthly,0,0
1913,23,Male,Kolkata,Prepaid,72,91.11,610,82,484,314.97,4,5,7,3,70,38,8,6,Annual,1,0
1914,19,Male,Bangalore,Postpaid,68,31.11,984,79,149,898.89,3,4,7,2,48,38,38,6,Annual,1,0
